Data,Sentence,Gold,Pred,FP,FN,Overlap
NCBI,Severe immune hemolytic anemia associated with prophylactic use of cefotetan in obstetric and gynecologic procedures .,"['-', 'hemolytic']","['immune', 'hemolytic']",['immune'],[],['hemolytic']
NCBI,She underwent recent chemotherapy with fluorouracil for metastatic colorectal cancer .,"['-', 'colorectal']","['metastatic', 'colorectal']",['metastatic'],[],['colorectal']
NCBI,"Side effects of yohimbine included excessive sweating , increased anxiety , and a wound - up feeling in some patients .","['anxiety', '-']","['-', 'wound']",['wound'],['anxiety'],[]
NCBI,Sixty - three percent of these infants had tricuspid valve involvement .,"['-', '-', '-']","['tricuspid', 'valve', 'involvement']","['tricuspid', 'valve', 'involvement']",[],[]
NCBI,Specific gravity ( SG ) was determined in the subcortex and in two sites in the cortex ( core and periphery of the ischemic territory ) .,['ischemic'],['-'],[],['ischemic'],[]
NCBI,Structural and functional measurements indicate that androgens exert a permissive or necessary action on the structural configuration of the oropharynx that predisposes to obstruction during sleep .,['-'],['obstruction'],['obstruction'],[],[]
NCBI,"Suboptimal seizure duration is commonly encountered in electroconvulsive therapy practice , especially in older patients with higher seizure thresholds .","['seizure', 'seizure']","['-', '-']",[],"['seizure', 'seizure']",[]
NCBI,Systemically administered corticosteroids were used in 75 of 210 cases ; a significant number of posterior subcapsular cataracts was found .,"['-', '-', 'cataracts']","['posterior', 'subcapsular', 'cataracts']","['posterior', 'subcapsular']",[],['cataracts']
NCBI,The H2 - histamine receptor antagonists ranitidine and cimetidine were compared for their abilities to control gastric acid hypersecretion on a short - and long - term basis in 22 patients with gastric acid hypersecretory states .,"['-', '-', '-', '-', '-']","['hypersecretion', 'gastric', 'acid', 'hypersecretory', 'states']","['hypersecretion', 'gastric', 'acid', 'hypersecretory', 'states']",[],[]
NCBI,The ability of insulin treatment to reverse or prevent the changes in urinary bladder function caused by streptozotocin - induced diabetes mellitus .,"['-', 'diabetes']","['streptozotocin', 'diabetes']",['streptozotocin'],[],['diabetes']
NCBI,"The administration of lamivudine to patients with HBV - related cirrhosis , like our present case , should be considered as an initial medical therapeutic option , especially in countries where liver transplantation is not reliably available .","['-', '-', '-', 'cirrhosis']","['HBV', '-', 'related', 'cirrhosis']","['HBV', '-', 'related']",[],['cirrhosis']
NCBI,The age and sex of the control subjects did not differ from those of the methamphetamine dependence patients .,"['-', '-']","['methamphetamine', 'dependence']","['methamphetamine', 'dependence']",[],[]
NCBI,"The author postulates that in cases of ethambutol associated chiasmopathy , ethambutol may initially affect the optic nerves and subsequently progress to involve the optic chiasm .",['-'],['chiasmopathy'],['chiasmopathy'],[],[]
NCBI,The authors present a case of failure of ancrod treatment in a patient with heparin - induced thrombosis .,"['-', '-', '-', 'thrombosis']","['heparin', '-', 'induced', 'thrombosis']","['heparin', '-', 'induced']",[],['thrombosis']
NCBI,The cardiomyopathy is attributed 1 ) to the fact that radiation fields for left Wilms tumor include the lower portion of the heart and 2 ) to the interaction of doxorubicin and irradiation on cardiac muscle .,"['-', 'Wilms']","['left', 'Wilms']",['left'],[],['Wilms']
NCBI,"The case illustrates that , despite the results of earlier studies , trazodone ' s effect on cardiac conduction may be severe in individuals at risk for conduction delay .","['-', '-']","['conduction', 'delay']","['conduction', 'delay']",[],[]
NCBI,The control group consisted of 82 patients with no psychiatric or endocrinological diagnoses from the hospital ' s out - patient clinics .,['psychiatric'],['-'],[],['psychiatric'],[]
NCBI,The data indicate that the effects of streptozotocin - induced diabetes on urinary bladder function are both prevented and reversed by insulin treatment .,['diabetes'],['-'],[],['diabetes'],[]
NCBI,"The data suggest that in VIP ( - / - ) mice with bladder inflammation , inflammatory mediators are increased above that observed in WT with CYP .",['-'],['CYP'],['CYP'],[],[]
NCBI,"The diagnosis of propylthiouracil ( PTU ) - associated vasculitis was made by observation of consistent clinical features , the detection of elevated ANA and ANCA in the blood , and the observed clinical resolution of symptoms following withdrawal of PTU .","['-', 'vasculitis']","['propylthiouracil', 'vasculitis']",['propylthiouracil'],[],['vasculitis']
NCBI,"The extent of neuronal injury was determined by 2 , 3 , 5 - triphenyltetrazolium staining .","['neuronal', 'injury']","['-', '-']",[],"['neuronal', 'injury']",[]
NCBI,The field defects and some electrophysiological abnormalities persist when vigabatrin therapy is withdrawn .,"['-', '-', '-', '-']","['field', 'defects', 'electrophysiological', 'abnormalities']","['field', 'defects', 'electrophysiological', 'abnormalities']",[],[]
NCBI,The findings showed that peripheral iron dextran overload increased the iron staining positive cells and reduced the number of TH - immunoreactive neurons in the SN .,"['-', '-']","['dextran', 'overload']","['dextran', 'overload']",[],[]
NCBI,The incidence of extrapyramidal side effects ( EPS ) was evaluated in 98 patients treated with haloperidol .,"['-', '-']","['extrapyramidal', 'EPS']","['extrapyramidal', 'EPS']",[],[]
NCBI,The incidence of ischemic episodes per patient per hour was 0 . 05 + / - 0 . 02 prior to 5 - FU infusion v 0 . 13 + / - 0 . 03 during 5 - FU infusion ( P less than . 001 ) ; the duration of ECG changes was 0 . 6 + / - 0 . 3 minutes per patient per hour before 5 - FU v 1 . 9 + / - 0 . 5 minutes per patient per hour during 5 - FU ( P less than . 01 ) .,['ischemic'],['-'],[],['ischemic'],[]
NCBI,"The incidence of severe adenovirus disease in pediatrics is increasing in association with growing numbers of immunocompromised children , where case fatality rates as high as 50 % to 80 % have been reported .",['-'],['immunocompromised'],['immunocompromised'],[],[]
NCBI,"The main side effects of subcutaneous apomorphine treatment are related to cutaneous tolerability problems , whereas sedation and psychiatric complications play a lesser role .",['psychiatric'],['-'],[],['psychiatric'],[]
NCBI,The mean SC - 48334 steady - state trough level ( 4 . 04 + / - 0 . 99 micrograms / ml ) was below the in vitro inhibitory concentration for human immunodeficiency virus ( HIV ) .,"['-', 'immunodeficiency', '-', '-']","['human', 'immunodeficiency', 'virus', 'HIV']","['human', 'virus', 'HIV']",[],['immunodeficiency']
NCBI,The morbidity and mortality associated with heparin - induced thrombosis remain high despite numerous empirical therapies .,"['-', '-', 'thrombosis']","['heparin', 'induced', 'thrombosis']","['heparin', 'induced']",[],['thrombosis']
NCBI,"The movement disorder investigated in these studies has some features in common with human idiopathic dystonia , and information obtained in these studies may be of potential clinical benefit .","['-', 'dystonia']","['idiopathic', 'dystonia']",['idiopathic'],[],['dystonia']
NCBI,The nephroprotective effect of coenzyme Q10 was investigated in mice with acute renal injury induced by a single i . p . injection of cisplatin ( 5 mg / kg ) .,"['acute', 'renal']","['-', 'renal']",[],['acute'],['renal']
NCBI,"The objective of this study was to assess minor neurological dysfunction , cognitive development , and somatic development after dexamethasone therapy in very - low - birthweight infants .",['-'],['very'],['very'],[],[]
NCBI,"The occurrence of PVC ' s correlated significantly with the fall in serum K + observed r = 0 . 72 , p less than 0 . 001 .","['-', '-']","['PVC', ""'""]","['PVC', ""'""]",[],[]
NCBI,"The present data indicate that the determination of malondialdehyde , oxypurines , and nucleosides in peripheral blood , may be used to monitor the metabolic alterations of tissues occurring during ischemic phenomena . ( ABSTRACT TRUNCATED AT 250 WORDS )",['ischemic'],['-'],[],['ischemic'],[]
NCBI,The present study points to patient characteristics that may be of significance in the development of EPS due to haloperidol .,['-'],['EPS'],['EPS'],[],[]
NCBI,The purpose of the study was to determine the efficacy of furosemide in addition to intravenous fluids in the prevention of radiocontrast nephropathy .,"['-', 'nephropathy']","['radiocontrast', 'nephropathy']",['radiocontrast'],[],['nephropathy']
NCBI,"The purpose of this study was to screen for efficacy of a different formulation of adenosine marketed in the US , using both acute noxious stimulation and capsaicin - evoked mechanical hypersensitivity .","['-', 'hypersensitivity']","['mechanical', 'hypersensitivity']",['mechanical'],[],['hypersensitivity']
NCBI,The remaining patient with extensive cancer underwent partial cystectomy for palliation and died 3 months later .,"['-', 'cancer']","['extensive', 'cancer']",['extensive'],[],['cancer']
NCBI,The renal pathology in a case of lithium - induced diabetes insipidus .,"['-', '-', '-', 'diabetes']","['lithium', '-', 'induced', 'diabetes']","['lithium', '-', 'induced']",[],['diabetes']
NCBI,"The results indicate that , in this model , a subpopulation of GAD mRNA - containing neurons within the dentate gyrus is selectively vulnerable to seizure - induced damage .",['seizure'],['-'],[],['seizure'],[]
NCBI,The results show that both drugs can adequately inhibit acid secretion in patients with gastric hypersecretory states .,"['-', '-']","['gastric', 'hypersecretory']","['gastric', 'hypersecretory']",[],[]
NCBI,The role of cyclosporine ( CSA ) alone or in combination with various chemotherapeutics in the development of renal toxicity was evaluated in rats .,['toxicity'],['-'],[],['toxicity'],[]
NCBI,The study involved 129 patients with diabetes with serum creatinine concentrations of 1 . 5 to 3 . 5 mg per deciliter who underwent coronary or aortofemoral angiography .,['diabetes'],['-'],[],['diabetes'],[]
NCBI,"The two metabolic phenotypes , extensive ( EM ) and poor metabolizers ( PM ) , show different stereoselective metabolism , resulting in apparently higher beta - 1 adrenoceptor antagonistic potency of racemic metoprolol in EMs .",['-'],['EMs'],['EMs'],[],[]
NCBI,The use of adriamycin ( ADR ) in cancer chemotherapy has been limited due to its cumulative cardiovascular toxicity .,"['cardiovascular', 'toxicity']","['-', '-']",[],"['cardiovascular', 'toxicity']",[]
NCBI,Their safety in patients undergoing intracranial surgery is under debate .,['-'],['surgery'],['surgery'],[],[]
NCBI,"There are no approved antiviral agents with proven efficacy for the treatment of severe adenovirus disease , nor are there any prospective randomized , controlled trials of potentially useful anti - adenovirus therapies .",['-'],['adenovirus'],['adenovirus'],[],[]
NCBI,There are no published ASA studies using the multiple dosing paradigm of GDs 6 to 17 .,['-'],['ASA'],['ASA'],[],[]
NCBI,There have also been two reported fatalities from DM overdoses ( Fleming 1986 ) .,['-'],['DM'],['DM'],[],[]
NCBI,"There was a difference in metoprolol potency with higher racemic metoprolol IC50 values in PMs ( 72 + / - 7 ng . ml - 1 ) than EMs ( 42 + / - 8 ng . ml - 1 , P less than . 001 ) . ( ABSTRACT TRUNCATED AT 250 WORDS )","['-', '-']","['PMs', 'EMs']","['PMs', 'EMs']",[],[]
NCBI,There was a history of ischemic cardiac disease 9 years earlier .,['cardiac'],['cardiac'],[],[],['cardiac']
NCBI,"There were no abnormalities or only isolated degeneration in the 1 - or 2 - wk treatment groups , isolated or scattered degeneration in half of the 3 - wk group , frequent scattered degeneration in the 4 - wk group , scattered or focal degeneration in the 5 - wk group , and extensive degeneration in the 8 - wk group .","['-', '-', '-', '-', '-']","['degeneration', 'degeneration', 'degeneration', 'degeneration', 'degeneration']","['degeneration', 'degeneration', 'degeneration', 'degeneration', 'degeneration']",[],[]
NCBI,"There were two cases of sudden death , both of which occurred at the end of the chemotherapy course .",['death'],['-'],[],['death'],[]
NCBI,Therefore we did a trial in hysterectomised women of tamoxifen as a chemopreventive .,['-'],['hysterectomised'],['hysterectomised'],[],[]
NCBI,These data demonstrate that administration of MP before and after TDI reduces the frequency and severity of the arthralgia - myalgia syndrome .,"['-', 'myalgia', '-']","['-', 'myalgia', 'syndrome']","['-', 'syndrome']",[],['myalgia']
NCBI,These data indicate that the adaptive response to ISO shows an early hypertrophic phase ( 1 - 4 days ) characterized by a substantial increase in RNA content and cardiac mass in the absence of changes in DNA .,['hypertrophic'],['-'],[],['hypertrophic'],[]
NCBI,These findings suggest that B1R is detrimental in DOX cardiomyopathy in that it mediates the inflammatory response and apoptosis .,"['-', 'cardiomyopathy']","['DOX', 'cardiomyopathy']",['DOX'],[],['cardiomyopathy']
NCBI,These insights might have useful implications for future studies utilizing B1R antagonists for treatment of human DOX cardiomyopathy .,"['-', 'cardiomyopathy']","['DOX', 'cardiomyopathy']",['DOX'],[],['cardiomyopathy']
NCBI,"These observations , in conjunction with clinical and laboratory evidence of extravascular hemolysis , are consistent with drug - induced hemolytic anemia , possibly involving both drug - adsorption and autoantibody formation mechanisms .","['-', 'hemolysis']","['extravascular', 'hemolysis']",['extravascular'],[],['hemolysis']
NCBI,These observations speak against long - term effects of acute liver failure .,['acute'],['-'],[],['acute'],[]
NCBI,"These results demonstrate that , in these experimental conditions , DXNP killed less animals than free DX , despite of an enhanced renal toxicity of the former .","['renal', 'toxicity']","['-', '-']",[],"['renal', 'toxicity']",[]
NCBI,This antidyskinetic drug is widely used in clinical psychiatric practice and physicians should be aware of this side effect .,['psychiatric'],['-'],[],['psychiatric'],[]
NCBI,This case emphasizes the need for increased awareness of hemolytic reactions to all cephalosporins .,['-'],['hemolytic'],['hemolytic'],[],[]
NCBI,This case suggests that sulphasalazine can induce PR3 - ANCA - positive necrotizing glomerulonephritis .,"['-', 'glomerulonephritis']","['necrotizing', 'glomerulonephritis']",['necrotizing'],[],['glomerulonephritis']
NCBI,This experience raises the question of the role of BMT itself as a therapeutic option for patients with uncontrolled destructive synovitis .,"['-', 'synovitis']","['destructive', 'synovitis']",['destructive'],[],['synovitis']
NCBI,This expression may represent an endogenous damping mechanism since NPY has been shown to block seizure - like events following high - frequency stimulation in hippocampal slices .,['seizure'],['-'],[],['seizure'],[]
NCBI,This is consistent with prior histopathological studies that show predominant loss of parvo - cellular axons ( or small - caliber axons ) within the papillo - macular bundle in toxic or hereditary optic neuropathies .,"['-', '-', '-', 'optic']","['toxic', 'or', 'hereditary', 'optic']","['toxic', 'or', 'hereditary']",[],['optic']
NCBI,"This report also suggests that , even after long - term administration , the hepatic toxicity is reversible .","['hepatic', 'toxicity']","['-', '-']",[],"['hepatic', 'toxicity']",[]
NCBI,This study examined the utility of biometry for detecting alcohol - related fetal growth impairment .,"['-', '-', 'growth']","['alcohol', 'fetal', 'growth']","['alcohol', 'fetal']",[],['growth']
NCBI,This study was undertaken to determine the effects of OCT on serum PTH levels and bone turnover in states of normal or impaired renal function .,"['impaired', 'renal']","['-', '-']",[],"['impaired', 'renal']",[]
NCBI,This suggests that alpha - TC and DFO ameliorate the MA - induced neuronal damage by decreasing the level of oxidative stress .,"['-', 'neuronal', 'damage']","['MA', '-', '-']",['MA'],"['neuronal', 'damage']",[]
NCBI,"Thus , a clear pharmacological differentiation was found between LES and FPS .","['-', '-']","['LES', 'FPS']","['LES', 'FPS']",[],[]
NCBI,"Tiapride had no effect on levodopa - induced early morning of "" off - period "" segmental dystonia .","['-', 'dystonia']","['segmental', 'dystonia']",['segmental'],[],['dystonia']
NCBI,"To our knowledge , this is the first discussion considering the possibility that the methylprednisolone recommended by NASCIS may cause acute corticosteroid myopathy .","['-', 'myopathy']","['corticosteroid', 'myopathy']",['corticosteroid'],[],['myopathy']
NCBI,Two children with Wilms tumor of the left kidney experienced severe anthracycline cardiomyopathy after irradiation to the tumor bed and conventional dosage of doxorubicin .,"['-', '-', '-', '-', 'cardiomyopathy']","['of', 'the', 'kidney', 'anthracycline', 'cardiomyopathy']","['of', 'the', 'kidney', 'anthracycline']",[],['cardiomyopathy']
NCBI,"Two halogenated anesthetics , enflurane and isoflurane , have been associated with an allergic - type hepatic injury both alone and following previous exposure to halothane .",['-'],['allergic'],['allergic'],[],[]
NCBI,Urinary concentration defect appeared frequent but the extent of the impairment is difficult to assess because of the uncertainty about the norms applicable to this group of patients .,"['-', '-', '-']","['Urinary', 'concentration', 'defect']","['Urinary', 'concentration', 'defect']",[],[]
NCBI,Urine nitrite levels were significantly increased in the ADR - nephropathy group ( P < 0 . 05 ) .,"['-', '-', 'nephropathy']","['ADR', '-', 'nephropathy']","['ADR', '-']",[],['nephropathy']
NCBI,"Using a rat model of adriamycin - induced cardiomyopathy , we tested the hypothesis that abnormal cardiac adrenergic neuron activity may appear and be exacerbated dose - dependently in adriamycin cardiomyopathy .","['-', '-', 'cardiomyopathy']","['adriamycin', 'adriamycin', 'cardiomyopathy']","['adriamycin', 'adriamycin']",[],['cardiomyopathy']
NCBI,"Valproic acid I : time course of lipid peroxidation biomarkers , liver toxicity , and valproic acid metabolite levels in rats .","['liver', 'toxicity']","['-', '-']",[],"['liver', 'toxicity']",[]
NCBI,Value of methylprednisolone in prevention of the arthralgia - myalgia syndrome associated with the total dose infusion of iron dextran : a double blind randomized trial .,"['-', 'myalgia', '-']","['-', 'myalgia', 'syndrome']","['-', 'syndrome']",[],['myalgia']
NCBI,We compared age - specific mortality rates from 1 year post - discharge through 2008 between those in whom the liver injury led to an acute liver failure and those in whom it did not .,['acute'],['-'],[],['acute'],[]
NCBI,We conducted a systematic review of the effects of dexmedetomidine on cardiac outcomes following non - cardiac surgery .,"['-', '-', '-']","['non', '-', 'cardiac']","['non', '-', 'cardiac']",[],[]
NCBI,We describe the case of a woman who developed the syndrome after chemotherapy for metastatic cancer .,"['-', 'cancer']","['metastatic', 'cancer']",['metastatic'],[],['cancer']
NCBI,We followed 210 cases of juvenile rheumatoid arthritis closely for eleven years .,['juvenile'],['-'],[],['juvenile'],[]
NCBI,We interpret this as episodes of cardiac arrest caused by metoclopramide .,['arrest'],['-'],[],['arrest'],[]
NCBI,We investigated the potential role of mitochondrial injury in the onset of these lesions .,"['mitochondrial', 'injury']","['-', '-']",[],"['mitochondrial', 'injury']",[]
NCBI,"We need more evidence on the safety of HT for menopausal symptom control , though short - term use appears to be relatively safe for healthy younger women .",['-'],['menopausal'],['menopausal'],[],[]
NCBI,We prospectively performed continuous ambulatory ECG monitoring on 25 patients undergoing 5 - FU infusion for treatment of solid tumors in order to assess the incidence of ischemic ST changes .,"['-', 'tumors', 'ischemic']","['solid', 'tumors', '-']",['solid'],['ischemic'],['tumors']
NCBI,We report an investigation from a local surveillance for serious adverse drug reactions associated with disease modifying anti - rheumatic drugs that was triggered by the occurrence of liver failure in two of our patients .,['-'],['rheumatic'],['rheumatic'],[],[]
NCBI,We report the clinical and bioptic findings for a 57 - year - old woman with severe chloroquine - induced myopathy .,['-'],['chloroquine'],['chloroquine'],[],[]
NCBI,"When the treatment last only 2 weeks , the presence of PB did not change significantly the last parameters .",['-'],['PB'],['PB'],[],[]
NCBI,"While AAP caused a 117 - fold elevation of serum transaminase activities in mice kept on a standard laboratory diet , which was significantly exacerbated by ethanol and inhibited by nicotinic acid amide ( NAA ) , adverse effects were noted in animals fed a diet free of precursors of NAD .",['-'],['NAD'],['NAD'],[],[]
NCBI,"While lovastatin and simvastatin have been associated with toxic myopathy , pravastatin - associated myopathy could represent a distinct , inflammatory entity .","['-', 'myopathy']","['toxic', 'myopathy']",['toxic'],[],['myopathy']
NCBI,"Without the knowledge of the medical personnel , the patient ' s mother administered three doses of clonidine during the evening before and morning of surgery to reduce anxiety .",['anxiety'],['-'],[],['anxiety'],[]
NCBI,Women who had endometrial cancer and had received tamoxifen had more advanced disease and poorer prognosis than those with endometrial cancer who had not received this treatment .,"['advanced', 'disease']","['-', '-']",[],"['advanced', 'disease']",[]
